ProductModelName,ProductCategory,ProductPrice,RetailerName,RetailerZip,RetailerCity,RetailerState,ProductOnSale,ManufacturerName,ManufacturerRebate,UserID,UserAge,UserGender,UserOccupation,ReviewRating,ReviewDate,ReviewText
Samsung Tab 4,Tablet,299,hhgregg,94158,San Francisco,CA,Yes,Samsung,No,itjcw29,26,Male,Programmer,5,4/1/2015, Bought two of these for my wife and I. Great for games
iPad Air,Tablet,425,Walmart,33129,Miami,FL,Yes,Apple,No,eueqc50,47,Male,Unknown,3,9/17/2014, A little background
iPad Air,Tablet,499,Walmart,2110,Boston,MA,No,Apple,No,ntioh90,23,Female,Student,4,8/18/2014,Very easy to view and use. Fast and much better than mini for watching soap operas.
iPhone 6,Smart Phone,960,Walmart,60603,Chicago,IL,No,Apple,No,ljcdw15,41,Male,Programmer,5,12/10/2014,This phone is really nice. Nice big screen. Way better than my broken 5.
iPhone 6,Smart Phone,960,Target,33130,Miami,FL,No,Apple,No,oziaz15,37,Male,Unknown,1,12/1/2014,Battery overheats after few hours and then turns off
Galaxy S4,Smart Phone,399,Target,30303,Atlanta,GA,No,Samsung,No,zdhqq35,40,Female,Unknown,5,3/14/2013,I had an Iphone before this. I enjoy the larger screen and ease of use.
iPhone 6,Smart Phone,960,Bestbuy,60603,Chicago,IL,No,Apple,No,zlzzw23,53,Male,Unknown,5,6/25/2014,I've always been a fan of Apple and this phone keeps on carrying the torch. Keep up the good work Apple!
Galaxy S4,Smart Phone,399,Walmart,90012,Los Angeles,CA,No,Samsung,No,yqzse47,42,Male,Accountant,4,4/1/2015,now what the costumer looking for befor you sell them something
Samsung Tab 4,Tablet,349,Target,94158,San Francisco,CA,No,Samsung,No,avsuf70,28,Female,Accountant,3,4/19/2014, Nice tablet but not able to get all the apps I would like to get that are available for the ipad. If you are an Apple fan
Dell Ispiron 15.6,Laptop,499,Walmart,60603,Chicago,IL,No,Dell,No,flyrb50,42,Male,Accountant,3,10/21/2014,his is the second computer that I acquired at Bestbuy and probably my last.
HP PAVALION  15.6,Laptop,299,Walmart,33130,Miami,FL,Yes,HP,No,mezsz19,51,Male,Accountant,5,8/21/2014,I was looking for a laptop at home for normal internet and home use.
Samsung TV 65 Curved,TV,1799,Walmart,60616,Chicago,IL,Yes,Samsung,Yes,senws14,45,Male,Manager,3,5/15/2013,We exchanged the curve TV for a Sony 4K and absolutely love it.
Samsung Tab 4,Tablet,299,Frys,2108,Boston,MA,Yes,Samsung,No,oipnx83,33,Male,Unknown,4,9/20/2014, need more classes in understanding the mechanics of the tablet all classes have been full and they only take a few people
HP PAVALION  15.6,Laptop,298,Bestbuy,90012,Los Angeles,CA,Yes,HP,Yes,mtdjh82,30,Male,Programmer,5,11/25/2014,Just buying this lap top I wasn't to sure about it.
LG 65,TV,849,Walmart,60585,Naperville,IL,Yes,LG,Yes,mpyku22,36,Male,Student,2,6/21/2014,Terrible sound quality
Galaxy S4,Smart Phone,402,hhgregg,60585,Naperville,IL,No,Samsung,No,cvveo62,27,Male,Accountant,5,10/8/2014,Travis and Brian were EXTREMELY helpful and courteous. Made transaction pleasant for my wife and I.
LG 65,TV,849,hhgregg,90012,Los Angeles,CA,Yes,LG,Yes,eziet77,36,Male,Secretary,4,9/21/2014,Definitely a good deal for the price.
iPad Air,Tablet,499,hhgregg,60585,Naperville,IL,No,Apple,No,vcxyi79,21,Male,Manager,3,12/27/2014, Battery doesn't last a full 24 hours
Dell Ispiron 15.6,Laptop,328,Walmart,94102,San Francisco,CA,Yes,Dell,Yes,itgem14,49,Female,Programmer,4,12/1/2014,I got my it guy to fix the system more like my old lap top so it works well for me
iPad Air,Tablet,299,Bestbuy,2110,Boston,MA,Yes,Apple,Yes,jgnrc71,29,Male,Unknown,5,12/20/2014, iPa Air is very thin and also it's very light weighs just one pound
Galaxy S4,Smart Phone,399,hhgregg,30303,Atlanta,GA,No,Samsung,No,iqbfy28,57,Male,Manager,4,6/26/2014,It is a good phone except for it getting very Hot to the touch! 
LG 65,TV,999,hhgregg,94158,San Francisco,CA,No,LG,No,tdvno1,40,Male,Student,2,7/19/2014,No white screen feature to clean ghost imaging
HP PAVALION  15.6,Laptop,298,Frys,2108,Boston,MA,Yes,HP,Yes,zrboy67,48,Female,Manager,4,11/25/2014,This is a good basic computer for someone who just wants a computer for doing papers and surfing the internet.
Dell Ispiron 15.6,Laptop,328,Bestbuy,60585,Naperville,IL,Yes,Dell,Yes,iqhva36,59,Male,Manager,3,12/14/2014, I love Dell computers
HP PAVALION  15.6,Laptop,376,hhgregg,94158,San Francisco,CA,No,HP,No,taxue49,52,Male,Programmer,5,6/10/2014,This computer is nice and fast. I highly recommend this computer.
Samsung Tab 4,Tablet,349,Frys,33129,Miami,FL,No,Samsung,No,mcexv70,54,Female,Student,3,3/24/2014, having difficulties getting emails that are not   gmail   addresses. went on several occasions to visit B.Buy and talk with a Samsung reps. 
Samsung Tab 4,Tablet,299,Frys,94158,San Francisco,CA,Yes,Samsung,No,rybqc97,48,Male,Manager,4,12/10/2014,The Android operating system is Easy to set up & use.
Samsung Tab 4,Tablet,299,Target,60616,Chicago,IL,Yes,Samsung,No,nqejm71,50,Female,Unknown,5,4/19/2014,Since I use a samsung galaxy phone it was really easy to transition to the tablet. The battery life is amazing.
Samsung TV 65 Curved,TV,1900,hhgregg,33129,Miami,FL,No,Samsung,No,bvxwr55,55,Male,Accountant,5,4/1/2015,I would recommend this tv. 
Samsung TV 60 LED,TV,1200,Frys,94158,San Francisco,CA,No,Samsung,No,rbfqi97,58,Female,Manager,4,12/14/2014, The only times you will see the picture blurry is when you watch old shows such as reruns of Roseanne and even Will & Grace which was newer. It's understandable
Samsung Tab 4,Tablet,349,Target,2110,Boston,MA,No,Samsung,No,nsjij59,58,Male,Manager,3,4/1/2015,Purchased the tablet for my mom. She will use it on the road when she travels instead of carrying her laptop with her. 
Dell Ispiron 15.6,Laptop,449,Walmart,60616,Chicago,IL,Yes,Dell,No,vwxzo44,32,Female,Programmer,5,5/12/2014, I got this after my 4 year old HP died. I wanted something with at least a core I5 and 4gb of ram. This one fit the bill nicely. It's light
Samsung TV 65 Curved,TV,2099,Frys,90012,Los Angeles,CA,Yes,Samsung,No,yebcz31,37,Male,Accountant,4,4/1/2015, The picture quality is excellent
Samsung TV 65 Curved,TV,2099,Frys,94158,San Francisco,CA,Yes,Samsung,No,ryzab37,56,Female,Student,4,8/21/2014,The picture is really good
iPhone 6,Smart Phone,960,hhgregg,44114,Cleveland,OH,No,Apple,No,tztpj79,22,Male,Secretary,5,10/14/2014,The iPhone 6 is easy to use and better battery life than my previous phone
Samsung Tab 4,Tablet,349,Walmart,44114,Cleveland,OH,No,Samsung,No,zttpq33,26,Female,Secretary,4,2/15/2015,Bought this to replace a Nexus that had gone crazy with the new Android push. 
Surface 3,Tablet,925,Frys,94102,San Francisco,CA,No,Microsoft,No,wysny20,47,Male,Secretary,5,9/14/2014,It is nice and light and has/does everything my laptop does and the pen is great to use with some games and One Note.
iPad Air,Tablet,299,Frys,94158,San Francisco,CA,Yes,Apple,Yes,rdbhu59,21,Male,Accountant,5,12/5/2014,Fun fast and easy to use. Shipped quick and no problems
Samsung TV 60 LED,TV,1100,Frys,60616,Chicago,IL,Yes,Samsung,No,tiwhv77,47,Male,Manager,3,12/6/2014, The TV is great but the panel has to be replaced. When I contacted customer service to report the defective panel
Surface 3,Tablet,999,hhgregg,33130,Miami,FL,No,Microsoft,No,swauj3,46,Male,Secretary,5,11/29/2014,Great item for a value price I would recommended no problem
Surface 3,Tablet,925,Walmart,94158,San Francisco,CA,No,Microsoft,No,vrgcb15,46,Female,Manager,5,5/15/2013,Very beneficial easy to use great for work I love it
Samsung TV 60 LED,TV,1100,hhgregg,94158,San Francisco,CA,Yes,Samsung,No,lfzfe32,20,Male,Secretary,4,10/14/2014, I went from a 31-year old 26' Mitsubishi console--which I still love--to a 65' Samsung UHD set. I went large because with 4K bigger is better & I want to be prepared. The experience is totally immersive
iPhone 6,Smart Phone,589,Walmart,2108,Boston,MA,No,Apple,No,hyuir10,45,Male,Student,4,6/18/2014, High definition screen
HP PAVALION  15.6,Laptop,299,hhgregg,60585,Naperville,IL,Yes,HP,No,swcbg85,49,Male,Accountant,3,5/15/2013, I went to purchase a new laptop
Dell Ispiron 15.6,Laptop,328,Walmart,94102,San Francisco,CA,Yes,Dell,Yes,jykzh65,45,Male,Accountant,1,4/1/2015,This Laptop no good for internet and wifi connection and touch pad at all.
HP PAVALION  15.6,Laptop,376,Walmart,33129,Miami,FL,No,HP,No,mgduc76,47,Male,Unknown,4,12/27/2014,Bought it about a month ago and I am very happy with it. Great laptop for the price.
Samsung TV 60 LED,TV,1100,Bestbuy,90012,Los Angeles,CA,Yes,Samsung,No,soqxf11,20,Female,Manager,1,9/14/2014, Samsung service is so bad. The tech supt
HP PAVALION  15.6,Laptop,298,Walmart,90012,Los Angeles,CA,Yes,HP,Yes,jrchi62,20,Female,Accountant,5,12/10/2014,Very fast processor. Light and easy to carry from room to room. Money well spent.
Samsung TV 65 Curved,TV,1899,hhgregg,94158,San Francisco,CA,Yes,Samsung,Yes,owweo69,36,Female,Secretary,4,4/19/2014, We thought we would love the curved screen
Samsung TV 60 LED,TV,1100,Walmart,60603,Chicago,IL,Yes,Samsung,No,ywknu78,57,Male,Student,4,7/16/2014, Overall
iPhone 6,Smart Phone,399,hhgregg,60585,Naperville,IL,No,Apple,No,xifct50,58,Male,Accountant,5,9/20/2014, I love my iPhone 6! It has a larger screen
Dell Ispiron 15.6,Laptop,449,Walmart,94158,San Francisco,CA,Yes,Dell,No,pcvmg86,51,Female,Secretary,4,6/25/2014,8GB RAM is more than ample for every day use
Galaxy S4,Smart Phone,390,Walmart,60585,Naperville,IL,Yes,Samsung,No,nzeqf44,49,Male,Programmer,3,12/5/2014, The phone may be a good smart phone
Samsung TV 65 Curved,TV,1899,Target,33129,Miami,FL,Yes,Samsung,Yes,jnqvm82,40,Male,Manager,3,12/27/2014,This TV has the best quality by far hands down on all the TVs outthere.
Galaxy S4,Smart Phone,390,hhgregg,44114,Cleveland,OH,Yes,Samsung,No,xbtnk52,25,Male,Programmer,5,6/21/2014, As a former iPhone user I was a little nervous about switching to the dark side as my friends called it but after adding an external micro SD card
HP PAVALION  15.6,Laptop,298,hhgregg,94158,San Francisco,CA,Yes,HP,Yes,yodkx67,26,Male,Manager,5,8/21/2014,I was very please with the staff working there.They are always willing to help you.
HP PAVALION  15.6,Laptop,299,hhgregg,2110,Boston,MA,Yes,HP,No,jurau87,24,Male,Student,5,12/1/2014,I am starting to go to a computer next week to help me learn how to get work my computer beter
iPhone 6,Smart Phone,299,Frys,94158,San Francisco,CA,Yes,Apple,No,oswyt53,22,Male,Secretary,5,12/15/2013,This is an excellent device that is consistently more stable than any android device.
Dell Ispiron 15.6,Laptop,349,Walmart,44114,Cleveland,OH,Yes,Dell,No,nvkhy23,23,Female,Student,5,8/10/2013,I searched for an affordable laptop and others seemed to like this one and I agree
Dell Ispiron 15.6,Laptop,449,Walmart,60585,Naperville,IL,Yes,Dell,No,yacht70,40,Male,Manager,5,8/21/2014, I love the touch screen feature
Dell Ispiron 15.6,Laptop,449,hhgregg,60585,Naperville,IL,Yes,Dell,No,dingu9,42,Female,Unknown,5,12/10/2014,The computer was easy to get set up and has been running great... I am very happy with the durability of it so far and how it runs
Samsung TV 65 Curved,TV,1799,Target,2108,Boston,MA,Yes,Samsung,Yes,spfia42,38,Male,Accountant,3,5/25/2014,The only reason why I give it a 3 stars is because the way the TV is shaped affects the dark screen or black images because the lights that project behind the led panel it comes out in the edges creating white spots and clouds
Surface 3,Tablet,999,Frys,60585,Naperville,IL,No,Microsoft,No,kjkmj18,18,Male,Unknown,5,10/28/2014,The surface pro has worked very well and is convenient and easy to use.
iPhone 6,Smart Phone,960,hhgregg,33129,Miami,FL,No,Apple,No,kholo78,40,Male,Manager,1,12/14/2014,Battery overheats after few hours and then turns off
iPhone 6,Smart Phone,960,hhgregg,60585,Naperville,IL,No,Apple,No,sleoe3,59,Female,Manager,5,8/21/2014, Love the new phone
Samsung TV 65 Curved,TV,2199,Target,60603,Chicago,IL,No,Samsung,No,vjejh86,43,Male,Unknown,4,8/22/2014,during scenes where there is a lot of motion
HP PAVALION  15.6,Laptop,299,Walmart,94102,San Francisco,CA,Yes,HP,No,ehtqj86,56,Female,Manager,5,7/19/2014,Lowest priced computer I could find with a touchscreen and I couldnt be any happier with it! Just what i needed/wanted with a low price!
iPad Air,Tablet,425,Frys,60616,Chicago,IL,Yes,Apple,No,davlp81,54,Male,Programmer,5,12/20/2014,my mom loves it..as a beginner she didnt have a hard time learning the basic feature..loves the free apps
LG 65,TV,999,Target,44114,Cleveland,OH,No,LG,No,aqbfc49,22,Male,Accountant,4,8/18/2014,I got this TV because of the great price.
Samsung TV 65 Curved,TV,2199,Walmart,90012,Los Angeles,CA,No,Samsung,No,lxsxb71,20,Male,Secretary,4,4/19/2014,the picture is great set up was pretty simple
iPhone 6,Smart Phone,399,hhgregg,33129,Miami,FL,No,Apple,No,drbrz42,42,Female,Programmer,5,2/15/2015,I upgraded from the iPhone 5 and love the change.
Samsung Tab 4,Tablet,349,Target,60616,Chicago,IL,No,Samsung,No,kelys63,58,Male,Unknown,4,5/12/2014, Bought 2 inferior 10.1 tablets before deciding on the Samsung Tab 4 8  . Should have bought this for wifey from the beginning but she is a novice. 
HP PAVALION  15.6,Laptop,319,Frys,2108,Boston,MA,No,HP,No,uqqmu57,56,Female,Accountant,5,12/14/2014,Really enjoy the touch screen. New windows is great!
LG 65,TV,849,Frys,60585,Naperville,IL,Yes,LG,Yes,zrppf54,42,Male,Accountant,2,5/12/2014,good price for a huge TV but picture quality is not great.
iPhone 6,Smart Phone,399,Frys,44114,Cleveland,OH,No,Apple,No,hwuco98,44,Male,Manager,4,10/10/2013,THe phone size is just a SMIDGE too big but its still a great phone.
LG 65,TV,2250,Walmart,60585,Naperville,IL,No,LG,No,nkrmw75,35,Male,Secretary,4,2/14/2014,reviewed many brands and models and ultimately this LG for the price size and great picture was the best selection.
Samsung Tab 4,Tablet,299,Target,94102,San Francisco,CA,Yes,Samsung,No,wwpek19,47,Male,Manager,4,12/1/2014, Looking forward to using it
LG 65,TV,2250,hhgregg,33129,Miami,FL,No,LG,No,numpk93,22,Male,Accountant,4,12/1/2014,good tv but can not get a sound bar for it I mean what the hell
iPhone 6,Smart Phone,960,Frys,2108,Boston,MA,No,Apple,No,mxzdi0,57,Male,Unknown,5,5/25/2014, This is just the right size
LG 65,TV,849,hhgregg,94102,San Francisco,CA,Yes,LG,Yes,khnrp90,33,Male,Programmer,4,11/10/2014, I reviewed many 65   Tvs from different websites. 
Dell Ispiron 15.6,Laptop,499,Walmart,60585,Naperville,IL,No,Dell,No,xdimw88,29,Female,Manager,5,10/10/2013,Everything I was looking for in a laptop.
iPhone 6,Smart Phone,399,hhgregg,90033,Los Angeles,CA,No,Apple,No,kdipw82,50,Female,Accountant,5,10/25/2014,Easy to use and has everything I need to stay connected.
LG 65,TV,999,Frys,2110,Boston,MA,No,LG,No,becfe12,52,Male,Manager,5,8/18/2012,The picture is so bright
Dell Ispiron 15.6,Laptop,449,hhgregg,2110,Boston,MA,Yes,Dell,No,ybayh77,29,Male,Secretary,4,5/12/2014, This computer is so much lighter than the gateway we replaced and the battery will last about6 hours
Samsung Tab 4,Tablet,299,hhgregg,33129,Miami,FL,Yes,Samsung,No,twzxi9,51,Male,Manager,3,8/21/2014, If I had it to do all over
Surface 3,Tablet,999,Walmart,33129,Miami,FL,No,Microsoft,No,iygrq41,35,Male,Manager,4,5/15/2013,Replaced my home PC with this Surface.
Samsung TV 60 LED,TV,1100,hhgregg,90012,Los Angeles,CA,Yes,Samsung,No,ajpxz25,26,Male,Student,3,7/23/2014, Great television with awesome 3D my only issue is when we bought our one was being retuned. The tv's response to Internet is slow
Samsung TV 60 LED,TV,1100,hhgregg,44114,Cleveland,OH,Yes,Samsung,No,axjqs56,19,Male,Programmer,5,9/20/2014, The tv has great picture
iPhone 6,Smart Phone,399,hhgregg,94102,San Francisco,CA,No,Apple,No,gunyt45,44,Male,Programmer,3,5/15/2013, The large screen is a plus so is the apple pay
Samsung Tab 4,Tablet,299,Target,33129,Miami,FL,Yes,Samsung,No,oalzu45,29,Female,Accountant,2,6/21/2014,Just much more cumbersome to use than an iPad. Freezes a lot.
LG 65,TV,849,hhgregg,94102,San Francisco,CA,Yes,LG,Yes,ayygx14,27,Male,Programmer,4,11/25/2014,Nice tv and value.
Samsung TV 65 Curved,TV,1899,Walmart,33130,Miami,FL,Yes,Samsung,Yes,civzp6,56,Male,Manager,4,11/26/2014, Was happier with my 55   Samsung picture 
Galaxy S4,Smart Phone,402,Frys,90033,Los Angeles,CA,No,Samsung,No,nrzef75,40,Female,Unknown,5,11/27/2014, The phone performs well in regards to call clarity
Samsung TV 65 Curved,TV,1799,Frys,60616,Chicago,IL,Yes,Samsung,Yes,tkukb98,38,Male,Accountant,4,6/25/2014,Great picture great size. 
LG 65,TV,849,Bestbuy,94102,San Francisco,CA,Yes,LG,Yes,qatgu6,40,Male,Unknown,4,10/8/2014,This is a great choice if all you need is a HD display.
Samsung TV 65 Curved,TV,1899,Target,60603,Chicago,IL,Yes,Samsung,Yes,yqmif85,55,Male,Student,4,10/28/2014,Curved feature creates a slightly 3d feel. 
Samsung TV 65 Curved,TV,1899,Walmart,90033,Los Angeles,CA,Yes,Samsung,Yes,ktoab9,23,Female,Accountant,4,11/29/2014,Outstanding picture- great web connection- hard to add new apps
Samsung TV 60 LED,TV,1100,hhgregg,60603,Chicago,IL,Yes,Samsung,No,vjoaq3,42,Male,Secretary,4,12/1/2014,I had 2 bad TV's-shipped to my location and both were damaged.
iPhone 6,Smart Phone,960,Frys,60616,Chicago,IL,No,Apple,No,bfzaf99,39,Female,Accountant,5,10/21/2014,I bought the iPhone 6 64GB about a month ago and it has been great. Started off with the 8.1 update already installed and it hasn't glitched once
iPad Air,Tablet,499,hhgregg,33130,Miami,FL,No,Apple,No,qvjqb35,42,Male,Accountant,2,8/21/2014,Battery overheats after few hours and then turns off
Samsung Tab 4,Tablet,299,Walmart,94158,San Francisco,CA,Yes,Samsung,No,eyauw76,53,Male,Student,2,8/18/2014, I have spent 11 hours on-line with the techs
iPhone 6,Smart Phone,399,Walmart,60585,Naperville,IL,No,Apple,No,yplnh81,59,Female,Programmer,4,3/24/2014,Thinner and faster then the 5 I replaced. Love the fingerprint unlock feature
HP PAVALION  15.6,Laptop,298,Target,60603,Chicago,IL,Yes,HP,Yes,umblu1,18,Male,Programmer,3,10/25/2014,I love this computer! It is like having a laptop and tablet in one machine
Samsung TV 60 LED,TV,1200,Bestbuy,2110,Boston,MA,No,Samsung,No,usxge28,22,Male,Student,4,8/21/2014, This has better 3d than I imagined. Very expensive
Samsung TV 60 LED,TV,1100,hhgregg,33129,Miami,FL,Yes,Samsung,No,rnkhd14,21,Male,Accountant,4,8/10/2014, Great TV. If you have a Mac (iphone
LG 65,TV,849,hhgregg,33129,Miami,FL,Yes,LG,Yes,ecbfl66,51,Male,Manager,4,7/21/2014,When I purchased the tv it was all about size.
iPad Air,Tablet,499,Bestbuy,44114,Cleveland,OH,No,Apple,No,wlszs97,57,Female,Manager,5,12/27/2014, We love apple products and this iPad Air does not disappoint. Fast
Surface 3,Tablet,925,hhgregg,33129,Miami,FL,No,Microsoft,No,htndy3,27,Female,Unknown,5,12/27/2014,We just use this for a conference room TV. 
Surface 3,Tablet,925,hhgregg,94102,San Francisco,CA,No,Microsoft,No,xxuqn9,54,Male,Programmer,4,10/10/2013,Good thing I held back and waited for this SP3.
Surface 3,Tablet,969,Walmart,33129,Miami,FL,No,Microsoft,No,qused70,21,Female,Manager,5,2/1/2015,Product form factor and ease of use is quite good.
Galaxy S4,Smart Phone,402,Frys,90012,Los Angeles,CA,No,Samsung,No,flpkn16,48,Female,Manager,5,12/1/2014,I've had a Samsung galaxy phone starting with the galaxy s2 skyrocket. 
Dell Ispiron 15.6,Laptop,449,Bestbuy,94102,San Francisco,CA,Yes,Dell,No,xbgja36,29,Female,Manager,5,9/17/2014, Using as a desktop replacement
Surface 3,Tablet,899,hhgregg,33129,Miami,FL,Yes,Microsoft,No,hczfm79,59,Male,Programmer,5,3/13/2014,The combination of a tablet with the functionality of a laptop - excellent combination. recommended.
Galaxy S4,Smart Phone,402,Frys,90033,Los Angeles,CA,No,Samsung,No,flfxa68,42,Female,Manager,5,7/19/2014,Has a great battery life. Not as happy as I could be with the camera app although the pictures are beautiful. 
Samsung TV 65 Curved,TV,1899,hhgregg,94102,San Francisco,CA,Yes,Samsung,Yes,snwqt21,30,Male,Unknown,5,12/27/2014,I would recommend this television to anyone
Samsung TV 60 LED,TV,1100,Walmart,90033,Los Angeles,CA,Yes,Samsung,No,fynvr57,20,Male,Secretary,2,12/27/2014,Remotes don't work half the time. Picture is nice straight on but at an angle picture becomes pail looking
Galaxy S4,Smart Phone,390,hhgregg,60616,Chicago,IL,Yes,Samsung,No,yzzzx6,51,Male,Manager,4,2/14/2014, I like the phone
iPad Air,Tablet,425,Frys,94102,San Francisco,CA,Yes,Apple,No,lawes58,54,Female,Student,5,8/21/2014,It has all the Apps I need to take care of business.
HP PAVALION  15.6,Laptop,319,Bestbuy,60603,Chicago,IL,No,HP,No,iutfq11,23,Male,Manager,4,10/25/2014,So far so good. I don't need much computer & this fits my needs.
Dell Ispiron 15.6,Laptop,328,hhgregg,60585,Naperville,IL,Yes,Dell,Yes,dkctw40,52,Male,Secretary,1,12/27/2014,Quality of Dell has gone down.
Samsung TV 60 LED,TV,1200,hhgregg,94158,San Francisco,CA,No,Samsung,No,ulbbu0,28,Male,Student,3,6/18/2013, Sound is quite surprisingly adequate considering the location of the built in speakers
iPhone 6,Smart Phone,960,hhgregg,94158,San Francisco,CA,No,Apple,No,ogcib85,47,Male,Unknown,5,12/1/2014,love my iphone 6 and I love the camera on it. I can't imagine owning anything else at this point.
HP PAVALION  15.6,Laptop,319,Frys,33129,Miami,FL,No,HP,No,oxaoa5,59,Male,Student,5,6/10/2014,This is a perfect basic laptop for the price. You seriously aren't going to get a better deal than this!
Samsung TV 60 LED,TV,1100,hhgregg,90012,Los Angeles,CA,Yes,Samsung,No,ptqiz94,26,Male,Manager,1,9/20/2014,when watching the screen will go black for a second then resumes
iPhone 6,Smart Phone,589,Walmart,44114,Cleveland,OH,No,Apple,No,sbdia81,55,Female,Accountant,5,10/28/2014, I was debating between the two new iPhones
iPhone 6,Smart Phone,299,Frys,94158,San Francisco,CA,Yes,Apple,No,cvmtr50,19,Male,Student,5,8/21/2014,Love the larger screen...nice to have the extra screen real estate. My first phone with Touch ID...very cool...
Surface 3,Tablet,999,Bestbuy,90033,Los Angeles,CA,No,Microsoft,No,shsan57,42,Male,Secretary,5,5/12/2014,I love the surface
Galaxy S4,Smart Phone,269,hhgregg,94102,San Francisco,CA,Yes,Samsung,Yes,xjsek61,40,Male,Manager,4,10/13/2013,My first smartphone! Lots of features. Especially like camera quality and ease of using phone log/favorites
Galaxy S4,Smart Phone,390,Walmart,2108,Boston,MA,Yes,Samsung,No,gmeko81,32,Male,Accountant,4,7/19/2014,Almost everything about this phone is great.
HP PAVALION  15.6,Laptop,299,Bestbuy,94102,San Francisco,CA,Yes,HP,No,wkhcw45,53,Female,Programmer,5,12/10/2014,Touchscreen is awesome. Fast and lightweight. Perfect for work on the go.
Dell Ispiron 15.6,Laptop,449,Bestbuy,44114,Cleveland,OH,Yes,Dell,No,tokpy68,58,Female,Student,5,9/13/2013,I am excited about this purchase
iPad Air,Tablet,425,Walmart,2110,Boston,MA,Yes,Apple,No,boqxj67,58,Female,Accountant,2,6/25/2014, Powered itself off every time it went to standby
HP PAVALION  15.6,Laptop,376,Walmart,90012,Los Angeles,CA,No,HP,No,gwnkz77,29,Male,Unknown,4,6/26/2014,Very fast processor. Light and easy to carry from room to room. Money well spent.
iPhone 6,Smart Phone,299,Frys,60603,Chicago,IL,Yes,Apple,No,xoihv68,38,Female,Secretary,4,6/27/2014,Great phone! No issues. It may be a little to thin for many hands. I actually like the feel in a case better.
Galaxy S4,Smart Phone,402,Frys,60603,Chicago,IL,No,Samsung,No,sgdxp24,18,Female,Unknown,4,6/28/2014,Easy to use... great phone I won't ever go back to a iphone..
Surface 3,Tablet,899,Walmart,60603,Chicago,IL,Yes,Microsoft,No,pyqhc63,25,Male,Unknown,3,12/14/2014,Battery overheats after few hours and then turns off
LG 65,TV,2250,hhgregg,94158,San Francisco,CA,No,LG,No,yntxg56,26,Male,Secretary,5,7/21/2014,Very pleased with this TV.
Samsung TV 60 LED,TV,1200,hhgregg,2108,Boston,MA,No,Samsung,No,nzjcf33,35,Male,Accountant,3,11/25/2014,Speakers are low and stand is not sturdy. It doesn't have button/controls for volume & channel change only the ON/OFF button on the TV console.
HP PAVALION  15.6,Laptop,299,Frys,94158,San Francisco,CA,Yes,HP,No,geuer66,49,Male,Accountant,5,5/24/2014,If you are looking for a new laptop that has speed and is reliable then this is the laptop for you.
Dell Ispiron 15.6,Laptop,349,Bestbuy,44114,Cleveland,OH,Yes,Dell,No,lizdk61,33,Male,Programmer,5,11/29/2014, I looked for the 1tb and i7core and found this Dell model fits the bill
Samsung TV 60 LED,TV,1100,Walmart,60585,Naperville,IL,Yes,Samsung,No,atenm4,48,Male,Unknown,5,12/5/2014,THE PICTURE QUALITY ON THIS TV IS SECOND TO NONE. SPORTING EVENT ARE REALLY CRISP AND VIVID. LOVE THIS PRODUCT
Surface 3,Tablet,969,Frys,94158,San Francisco,CA,No,Microsoft,No,bakno66,44,Female,Manager,4,5/15/2013, Great look
iPhone 6,Smart Phone,589,Walmart,94102,San Francisco,CA,No,Apple,No,spqbi3,31,Male,Student,5,2/26/2014, I was contemplating on getting the 6 or 6 Plus
Samsung TV 65 Curved,TV,2099,Bestbuy,94102,San Francisco,CA,Yes,Samsung,No,jffub25,18,Male,Secretary,4,5/25/2014,Very sharp video easy to use!
iPhone 6,Smart Phone,299,Walmart,2108,Boston,MA,Yes,Apple,No,chbbk29,58,Female,Unknown,5,5/26/2014, good phone
Surface 3,Tablet,925,Target,2110,Boston,MA,No,Microsoft,No,radsl73,50,Male,Accountant,5,5/27/2014,The Surface Pro 3 is a great device if you want the portability of a tablet with the power of a PC.
HP PAVALION  15.6,Laptop,319,hhgregg,60585,Naperville,IL,No,HP,No,getqe64,32,Male,Student,5,8/21/2014, Took a little time to get used to Windows 8 OS
Dell Ispiron 15.6,Laptop,328,Walmart,94158,San Francisco,CA,Yes,Dell,Yes,nydiu94,23,Female,Unknown,4,10/28/2014,I've only had it a few weeks but it works great.
LG 65,TV,849,Walmart,2108,Boston,MA,Yes,LG,Yes,fyiju3,20,Male,Unknown,4,10/25/2014,I purchased this for my son's birthday and he seems to be very happy.
Samsung TV 65 Curved,TV,1799,Frys,33130,Miami,FL,Yes,Samsung,Yes,pnbjn63,38,Male,Secretary,4,5/25/2014,Not a bad tv but not the one I wanted 3 d blurry on what watched...but might be too close
HP PAVALION  15.6,Laptop,299,Walmart,60603,Chicago,IL,Yes,HP,No,zibxl18,42,Female,Student,4,8/21/2014,This was a quick purchase to replace my very expensive laptop. It is great for what I needed and that is schoolwork. I do online classes and it meets my expectations
Samsung TV 60 LED,TV,1100,Bestbuy,94102,San Francisco,CA,Yes,Samsung,No,ehrbz30,45,Male,Manager,5,12/1/2014,This tv has great picture quality and I love the ability to watch movies and sports in high definition.
Samsung TV 65 Curved,TV,2099,Frys,94102,San Francisco,CA,Yes,Samsung,No,ooqwm38,28,Female,Manager,4,12/10/2014,Love all the features. It was a snap to set up the smart hub.
